,id_x,user_id,timestamp,loan_amount,loan_purpose,outcome,interest,webvisit_id,campaign_referrer,name,ssn,birthday,gender,city,zip_code
11601,3624866,62771474,1559260485,40000,buying a pet,REJECTED,8.7,40743287,"display3_Twitter,display2_Google,display3_Google,display3_Twitter,display1_Facebook,",Ζωή Κουθούρη,489-73-1157,1988-07-19,F,Ναύπλιο,ΤΚ 71411
11602,7447207,5450903,1558925297,170000,Buying a pet,REJECTED,14.0,,,Θεοτόκης Νιτσοτόλης,551-96-1802,1981-09-15,F,Τρίκαλα,97730
11603,25158859,18495574,1558636810,260000,Refinance existing loans,ACCEPTED,6.7,,,Διαμάντω Δαυίδ,282-52-5623,1970-08-01,M,Φλώρινα,678 01
11604,53358339,79245407,1556762819,200000,buying a pet,REJECTED,8.7,78838591,"display2_Twitter,display3_Google,display3_Google,display2_Twitter,display2_Google,",Μάρθα Χορτάτου,202-68-1636,1992-01-20,F,Καρδίτσα,ΤΚ 900 69
11605,83563618,39553903,1558299693,270000,Buying a pet,ACCEPTED,14.0,81041072,,Νεκταρία Τσιωλξ,730-25-5962,1970-11-04,F,Μυτιλήνη,72393
11606,87038610,51999382,1557215460,20000,Buying a pet,REJECTED,8.7,,,Θεοχαρούλα Φρονιμάκη,987-32-8564,1995-09-18,M,Λιβαδιά,68721
11607,38679870,40644015,1558406053,70000,Buying a pet,ACCEPTED,7.0,39217074,"display2_Facebook,display1_Google,display3_Google,display1_Twitter,",Ανέστης Σμπονιάς,755-59-3868,1992-08-02,M,Ρόδος,70668
11608,980811,41020637,1557393120,60000,Buying a pet,ACCEPTED,8.7,,,Μαρωτέσα Καρανάνου,086-16-8637,1993-02-03,M,Κέρκυρα,ΤΚ 59485
11609,53317209,69514949,1556924598,290000,buying a pet,ACCEPTED,14.0,66892373,"display3_Google,display1_Google,display2_Facebook,",Τιμόθεος Πανούσης,058-35-2820,1979-12-18,M,Καλαμάτα,ΤΚ 379 73
11610,25738714,70973176,1559004363,70000,Home purchase,REJECTED,8.7,,,Αντίγονος Κατσογιάννης,775-75-4656,1975-10-27,F,Κιλκίς,968 46
11611,19650172,25592878,1557395624,100000,Refinance existing loans,ACCEPTED,7.0,14501950,"display1_Facebook,display2_Google,display3_Google,display3_Google,",Χριστόφιλη Ταφραλή,594-71-3526,1996-08-21,M,Δράμα,ΤΚ 885 84
11612,99491174,19306813,1557196299,210000,Buying a pet,REJECTED,14.0,,,Γιώργος Ξηρογιάννης,393-55-2643,1978-10-21,M,Μεσολόγγι,ΤΚ 78384
11613,26358174,19018486,1559052428,250000,Home purchase,REJECTED,7.0,,,Ακριβός-Δίκαιος Παργανάς,455-27-4214,1986-05-22,M,Άμφισσα,15384
11614,96522580,98561436,1558806643,300000,Home purchase,REJECTED,14.0,,,Αναστάσιος Ματσούκας,253-41-3052,1992-07-25,F,Καρδίτσα,ΤΚ 56927
11615,55371975,64529161,1556865412,30000,Home purchase,ACCEPTED,7.0,,,Πέτρα Ραυτοπούλου,183-02-3190,1984-09-01,M,Πρέβεζα,86628
11616,28229700,47774587,1557007832,50000,Refinance existing loans,REJECTED,7.0,69615969,"display3_Facebook,display3_Facebook,display3_Twitter,display1_Facebook,display2_Google,",Μαλβίνα Μπελέκου,968-03-1395,1985-02-24,F,Ναύπλιο,793 67
11617,42790336,62166306,1557504198,50000,Buying a pet,ACCEPTED,14.0,,,Αφέντρα-Αθηνά Μοσχοβάκη,219-88-5377,1978-09-16,M,Χίος,55610
11618,47476871,27861588,1558797803,50000,Refinance existing loans,REJECTED,7.0,,,Λεώνη Γραμμένου,585-00-8883,1979-11-16,M,Καρπενήσι,64540
11619,46970031,26001784,1557803522,30000,Buying a pet,REJECTED,14.0,,,Φρίξος Κελλάρης,481-73-9259,1987-09-12,M,Γρεβενά,807 19
11620,61216950,15130786,1559206579,210000,Home purchase,REJECTED,8.7,54211720,"display2_Facebook,display1_Google,display3_Facebook,display1_Twitter,",Λουκιανός Παλαιολόγος,971-60-3769,1986-10-20,F,Βέροια,87374
11621,40426476,5410837,1556907611,230000,Home purchase,REJECTED,14.0,,,Δημοσθένης Καρακάξης,315-33-0622,1972-09-01,M,Καρδίτσα,ΤΚ 21213
11622,70127496,46883223,1557682834,60000,Home purchase,ACCEPTED,6.7,,,Κύρος Πολυζωάκης,928-30-9262,1989-03-21,M,Χαλκίδα,770 24
11623,13055631,39364224,1558102283,180000,Home purchase,REJECTED,14.0,4039632,"display3_Facebook,display2_Twitter,display1_Facebook,",Ορέστης Φιλιππόπουλος,579-46-3754,1995-01-25,F,Λιβαδιά,74032
11624,78952450,92770981,1557819478,60000,Refinance existing loans,ACCEPTED,8.7,,,Θεόδουλος Πολυχρόνης,282-49-9810,1977-04-11,F,Θεσσαλονίκη,102 34
11625,86185462,86090201,1558104169,40000,buying a pet,REJECTED,6.7,,,Πελοπίδας Καρυπίδης,129-24-4850,1991-01-26,M,Ρέθυμνο,256 86
11626,22214570,89815111,1556771081,80000,buying a pet,REJECTED,14.0,,,Ιππόλυτος Μελιτσόπουλος,214-68-9026,1981-11-02,M,Κιλκίς,69631
11627,75439416,69154343,1557892409,280000,Buying a pet,ACCEPTED,14.0,2852016,,Βαλεντίνος Χητός,479-57-4476,1973-03-25,M,Κομοτηνή,ΤΚ 16159
11628,12348493,74683149,1557532499,70000,Refinance existing loans,ACCEPTED,14.0,,,Σπυρίδων Βαλαβάνης,194-43-2325,1983-12-22,F,Γρεβενά,ΤΚ 934 54
11629,71420035,66450505,1556819593,210000,Refinance existing loans,REJECTED,6.7,29052017,"display1_Facebook,display2_Facebook,display2_Twitter,display2_Google,",Λάμπρος Τσανδήλας,497-65-1720,1988-05-02,F,Χανιά,ΤΚ 41943
11630,85288920,83262868,1557950875,200000,buying a pet,REJECTED,7.0,,,Κλαίρη-Στυλιανή Τσουράκη,213-95-1812,1979-12-05,F,Πάτρα,ΤΚ 08924
11631,75471215,12556902,1558296305,150000,Refinance existing loans,REJECTED,8.7,,,Κοσμάς Κούρτης,397-61-0693,1990-10-11,F,Χανιά,776 56
11632,13009723,14134500,1559192206,210000,buying a pet,ACCEPTED,14.0,99219488,"display2_Facebook,",Θέμης Αξαόπουλος,167-61-0517,1996-09-18,F,Σάμος,85985
11633,72468486,62587610,1559076030,200000,Refinance existing loans,ACCEPTED,7.0,,,Ευθύμιος Καλιάμπος,867-75-1266,1990-07-08,M,Τρίπολη,20665
11634,69200912,12547399,1557383297,240000,Buying a pet,ACCEPTED,14.0,88023711,"display1_Twitter,display3_Facebook,",Κλαίρη Νίκα,953-93-8110,1989-02-22,M,Θεσσαλονίκη,20070
11635,33412462,77868712,1556705601,40000,Home purchase,ACCEPTED,14.0,,,Κρινιώ Καρβέλη,852-69-0766,1987-06-19,F,Καστοριά,ΤΚ 197 06
11636,39200847,87340311,1556721214,280000,Buying a pet,REJECTED,7.0,89774439,,Ευθαλία Τσαμπαλή,411-45-5856,1994-04-21,F,Έδεσσα,ΤΚ 51521
11637,85241214,94681430,1558700973,60000,Buying a pet,ACCEPTED,6.7,,,Θεοδούλη Αβραμπέκη,551-10-9586,1977-07-22,M,Καλαμάτα,95300
11638,674658,47845398,1558274505,80000,Refinance existing loans,ACCEPTED,6.7,73914059,"display1_Facebook,display2_Facebook,display3_Facebook,display3_Google,",Βαρθολομαίος Σολακούδης,396-51-0153,1977-06-04,M,Καρδίτσα,45545
11639,41994409,84645348,1557166283,270000,Home purchase,REJECTED,14.0,,,Κλέαρχος Γαρουφαλής,253-26-8545,1976-01-28,F,Ηράκλειο,ΤΚ 24956
11640,44075716,96734184,1558638802,250000,Home purchase,REJECTED,14.0,,,Λέων Καλαμάρας,498-31-8576,1995-03-20,M,Χανιά,ΤΚ 70082
11641,82106582,23161139,1557115598,280000,buying a pet,REJECTED,7.0,,,Θαλασσινή Μαρκαντωνάκη,066-51-4955,1973-07-05,M,Ιωάννινα,ΤΚ 04752
11642,74139036,94696225,1556896741,50000,Buying a pet,REJECTED,8.7,,,Γαληνός Καραντζόπουλος,265-21-8596,1988-05-17,M,Καστοριά,779 70
11643,13501400,51522510,1557312966,50000,Refinance existing loans,REJECTED,7.0,,,Στέλλα Ρούσσου,645-45-6058,1992-10-27,M,Φλώρινα,87049
11644,21251399,14066260,1557639472,90000,Refinance existing loans,ACCEPTED,6.7,,,Δόμνα Τζαναβάρα,173-54-2677,1977-11-18,F,Πάτρα,ΤΚ 158 43
11645,23206173,74277439,1558335650,180000,Refinance existing loans,ACCEPTED,8.7,,,Φιλομήλα Δαυίδ,011-35-4332,1973-07-22,M,Καρδίτσα,ΤΚ 969 72
11646,94187935,67178152,1557625179,280000,Home purchase,REJECTED,6.7,,,Ιουλιανή Αβραμπέκη,732-02-8982,1991-09-16,F,Έδεσσα,80447
11647,86323974,77178910,1556781488,80000,Refinance existing loans,REJECTED,6.7,,,Βικτόρια Παπαδοπούλου,183-71-4862,1987-10-20,M,Πρέβεζα,65090
11648,16393509,40860617,1558669811,190000,Refinance existing loans,REJECTED,6.7,,,Ανδριανή-Ιουλία Κυρούδη,557-70-9445,1979-01-09,M,Ξάνθη,ΤΚ 913 67
11649,3986018,63365618,1558735172,100000,Refinance existing loans,REJECTED,7.0,1096637,"display3_Facebook,display2_Facebook,display2_Google,display3_Google,display1_Facebook,",Χρίστος Τσιάκος,621-35-3300,1982-01-03,F,Κέρκυρα,ΤΚ 090 97
11650,92768956,20670802,1559065153,190000,buying a pet,REJECTED,8.7,,,Ήρα Δημακογιάννη,543-12-9385,1986-09-07,F,Κέρκυρα,33755
11651,27926435,82356443,1556962056,240000,Buying a pet,ACCEPTED,14.0,,,Ιωάννης Εσπερίδης,793-20-5451,1979-10-09,M,Φλώρινα,27328
11652,67678088,63639653,1558753823,250000,Home purchase,REJECTED,6.7,3870105,"display3_Twitter,",Πηνελόπη Δάφνη,582-79-0836,1987-11-23,F,Άμφισσα,ΤΚ 77625
11653,34609208,77456072,1557330670,100000,Buying a pet,ACCEPTED,8.7,,,Γεωργία Βαλσαμίδου,715-81-2398,1989-03-23,M,Λευκάδα,27053
11654,42693216,9192083,1556817212,180000,home purchase,ACCEPTED,7.0,,,Τρύφων Βαλασίδης,732-50-7719,1980-07-19,F,Πύργος,18239
11655,89454976,91866171,1559110423,280000,Home purchase,ACCEPTED,14.0,,,Θεοτόκης Λαμπρινός,794-45-7111,1974-02-04,F,Λαμία,ΤΚ 256 25
11656,25254214,5600538,1557005947,260000,Buying a pet,REJECTED,14.0,,,Κωνσταντίνος Φρογάκης,366-32-4974,1972-11-19,F,Σάμος,ΤΚ 664 80
11657,92539759,53373196,1558609561,50000,Refinance existing loans,REJECTED,7.0,,,Ιππόλυτος-Ελισσαίος Σουλιντζής,046-58-6787,1971-05-17,M,Ναύπλιο,84755
11658,81177629,28245803,1559003684,60000,Home purchase,ACCEPTED,6.7,25054076,"display1_Twitter,display1_Google,display3_Facebook,display2_Twitter,display1_Google,",Κύρος Παπαδημητράκης,108-64-2193,1976-02-09,F,Κοζάνη,77769
11659,317787,47942298,1558039808,170000,home purchase,REJECTED,7.0,,,Χαραλαμπία Παράνου,418-66-8772,1980-08-28,M,Ξάνθη,233 29
11660,25455138,68923754,1558950937,60000,buying a pet,REJECTED,8.7,86314927,,Λεωνίδας Μεταξάς,939-22-8222,1972-06-16,M,Κομοτηνή,383 27
11661,41198584,66122137,1558486029,290000,buying a pet,REJECTED,7.0,,,Κυπαρισσία Χουρζαμάνη,980-31-4331,1976-05-22,F,Άρτα,ΤΚ 30033
11662,52315043,95399692,1558491687,30000,Refinance existing loans,REJECTED,8.7,,,Πολύδωρος Πατμανίδης,536-32-6985,1989-02-25,F,Λιβαδιά,60742
11663,65964803,85573229,1559223150,170000,Buying a pet,REJECTED,7.0,,,Κρυσταλλένια Μοσχοβάκη,257-42-6503,1971-12-16,M,Ιωάννινα,22622
11664,6661300,18267656,1558108078,180000,Refinance existing loans,REJECTED,7.0,45011307,"display1_Google,display3_Google,display2_Facebook,",Γκόλφω Δουκίδου,649-63-1276,1995-03-14,F,Αθήνα,88352
11665,28102804,678701,1557186894,250000,Home purchase,ACCEPTED,8.7,,,Δράκων Χαρτερός,794-10-7194,1978-06-16,F,Έδεσσα,ΤΚ 98279
11666,35438519,22270103,1558469189,250000,Home purchase,ACCEPTED,7.0,38151817,,Μιχάλης Σιδηρόπουλος,195-74-3610,1976-09-10,M,Ρέθυμνο,ΤΚ 87833
11667,12645747,39572957,1557026960,90000,Refinance existing loans,REJECTED,8.7,81914120,"display2_Google,display3_Google,display1_Google,display3_Facebook,display1_Google,",Θεόπιστος Μανουσιάδης,557-22-9689,1974-11-17,M,Λευκάδα,714 90
11668,89280536,75618888,1557679152,150000,Refinance existing loans,ACCEPTED,7.0,48599690,,Κύρος Σπανός,584-00-0696,1994-01-14,F,Καστοριά,28869
11669,49607669,65614433,1558647606,70000,Buying a pet,REJECTED,8.7,,,Στέφανος Ζυγούρης,088-41-2271,1981-04-13,M,Λιβαδιά,79433
11670,39329206,90835192,1559116043,70000,Refinance existing loans,ACCEPTED,7.0,,,Χρυσοβαλάντιος-Λάμπρος Φωτόπουλος,978-52-3098,1984-11-19,M,Ρέθυμνο,39815
11671,25359820,77935461,1558542122,260000,Buying a pet,ACCEPTED,14.0,,,Πάτροκλος Κορομήλας,943-09-0220,1976-01-06,F,Λαμία,ΤΚ 021 84
11672,12605132,10652264,1558032111,120000,Buying a pet,REJECTED,6.7,,,Σεβαστιανός Αξιώτης,790-31-8909,1975-10-29,M,Κοζάνη,100 41
11673,68714759,61107788,1557171530,190000,Buying a pet,ACCEPTED,8.7,12121309,"display1_Facebook,display3_Facebook,",Ναταλία-Αλεξάνδρα Κυρίτση,240-90-9871,1978-11-05,M,Κέρκυρα,66554
11674,7256579,80375341,1558596876,280000,Buying a pet,ACCEPTED,8.7,32422401,"display2_Google,",Αντύπας Λυγκούρας,186-31-8823,1970-09-08,M,Ηράκλειο,ΤΚ 403 17
11675,81678006,71805508,1559215457,240000,Home purchase,ACCEPTED,6.7,,,Αλέξιος Πάνος,804-35-7394,1973-08-02,M,Ρέθυμνο,163 01
11676,89186129,60910790,1556732028,80000,Home purchase,ACCEPTED,7.0,,,Σωζούσα Θεοδοσιάδου,810-09-7450,1979-11-09,M,Τρίκαλα,458 84
11677,60062574,49776509,1558098032,70000,Refinance existing loans,REJECTED,6.7,,,Πιερρίνα Σακελλαρίου,429-91-4028,1973-01-15,M,Αγ. Νικόλαος,53755
11678,42881714,89185367,1558493839,210000,Buying a pet,ACCEPTED,6.7,,,Γιώργος-Ροδόφλος Καραντζόπουλος,975-83-4359,1979-10-04,F,Ηγουμενίτσα,13240
11679,93811074,14205512,1558382120,190000,Refinance existing loans,REJECTED,14.0,,,Αγαπητός Κοντογιάννης,286-88-2835,1978-02-14,F,Βόλος,ΤΚ 387 98
11680,35308298,84133804,1558812652,60000,Refinance existing loans,REJECTED,8.7,95004573,"display3_Twitter,",Όθων Μανίκας,597-72-6454,1971-02-22,M,Λαμία,ΤΚ 99242
11681,27257156,66268166,1557802514,80000,buying a pet,ACCEPTED,6.7,,,Ερωτόκριτος Κακοσαίος,062-41-3470,1988-08-18,F,Πρέβεζα,ΤΚ 81318
11682,49337568,37988407,1557936467,70000,Refinance existing loans,ACCEPTED,7.0,,,Προμηθέας Τολούδης,372-59-3861,1987-06-27,F,Ερμούπολη,48143
11683,27165306,4262773,1557753982,80000,Buying a pet,REJECTED,14.0,99263970,"display1_Facebook,display1_Twitter,display2_Facebook,display1_Twitter,",Τρυφωνία Καρανασίου,933-47-9112,1976-08-15,M,Δράμα,05613
11684,25801632,97327217,1558630196,190000,Refinance existing loans,REJECTED,6.7,,,Αγαθοκλής Μάνδαλος,320-82-5252,1971-05-25,F,Χανιά,ΤΚ 583 16
11685,56019984,97327217,1558257371,100000,Buying a pet,ACCEPTED,6.7,,,Αγαθοκλής Μάνδαλος,320-82-5252,1971-05-25,F,Χανιά,ΤΚ 583 16
11686,37855070,64108428,1557319376,60000,home purchase,REJECTED,14.0,,,Άγγελος Θεοδωρικάκος,001-92-9505,1991-01-09,F,Κατερίνη,419 05
11687,86093181,51537504,1557651670,260000,Home purchase,ACCEPTED,14.0,,,Κηρύκος Τσαγλιώτης,126-23-5069,1979-09-26,M,Πολύγυρος,61473
11688,38924404,90191029,1558001402,170000,Refinance existing loans,REJECTED,6.7,,,Μαύρα Σμιτ,194-83-2819,1993-09-15,F,Βέροια,96599
11689,88300249,72248782,1557219170,230000,home purchase,REJECTED,14.0,,,Κικιλία Τουρνά,036-21-6132,1973-05-27,F,Λιβαδιά,ΤΚ 46082
11690,53589102,57937025,1557859223,220000,Refinance existing loans,REJECTED,6.7,,,Ηρακλής Ανδρουλάκης,150-68-7840,1983-08-31,F,Ηράκλειο,083 12
11691,43943369,65762511,1557823850,200000,Buying a pet,ACCEPTED,6.7,,,Γερακίνα-Βάγια Μωυσίδου,787-41-9689,1971-07-22,F,Ξάνθη,214 57
11692,12348485,46881632,1556767658,170000,Buying a pet,REJECTED,8.7,,,Ιερεμίας Σμαρδάς,937-79-6268,1987-04-21,F,Κιλκίς,ΤΚ 631 03
11693,86400858,44766490,1556840982,60000,home purchase,REJECTED,8.7,,,Μενέλαος Βώσσος,617-01-0621,1995-10-17,M,Κοζάνη,64123
11694,79244701,97551397,1557388814,90000,Home purchase,REJECTED,14.0,,,Θουκυδίδης Κλήμης,569-63-0602,1984-06-06,F,Αθήνα,81496
11695,80229092,52680597,1557312848,60000,Refinance existing loans,REJECTED,8.7,,,Ρουμπίνη Καφαντάρη,119-89-8490,1977-02-21,M,Λευκάδα,616 26
11696,54537680,59909630,1558662728,50000,Refinance existing loans,REJECTED,14.0,,,Αγάπη Χριστοφόρη,035-62-5258,1979-12-27,F,Καρπενήσι,776 82
11697,83257450,28996701,1557869047,260000,home purchase,ACCEPTED,6.7,,,Θεανώ Σγουρένα,189-97-5369,1993-09-19,M,Λάρισα,914 07
11698,87771345,87207296,1558925928,230000,Home purchase,REJECTED,14.0,,,Βέρα-Θέτις Γκούνη,719-84-6738,1989-10-20,F,Καλαμάτα,ΤΚ 617 61
11699,53325557,8768802,1557221343,300000,buying a pet,REJECTED,8.7,,,Φλώρα Γρίβα,337-69-1525,1979-12-17,F,Μυτιλήνη,75010
11700,73923655,65048253,1557791843,200000,Buying a pet,REJECTED,8.7,,,Ηώ Μαργιά,934-48-1768,1974-10-01,F,Πύργος,66260
11701,25166179,46920173,1558744506,250000,Refinance existing loans,ACCEPTED,7.0,,,Οδύσσεια Ποταμιάνου,213-06-4388,1990-06-29,M,Πρέβεζα,534 12
11702,79567465,92645525,1556704049,120000,Buying a pet,ACCEPTED,14.0,,,Ιορδανία Συβιλιά,258-54-7973,1974-09-26,F,Ερμούπολη,01992
11703,85098902,63148509,1558077705,50000,Refinance existing loans,REJECTED,7.0,,,Νομική Γρηγοριάδου,688-93-9141,1974-12-16,F,Χανιά,834 41
11704,34510559,43554751,1556767011,100000,Refinance existing loans,ACCEPTED,7.0,22369737,"display1_Google,display1_Facebook,",Βαλεντίνος Κωτσίδης,365-85-8469,1995-06-26,F,Φλώρινα,376 64
11705,53722457,2346129,1557307604,100000,Refinance existing loans,ACCEPTED,6.7,10927377,"display2_Twitter,display3_Twitter,",Ιουλιανή Αρσενάκη,932-47-3851,1972-12-15,M,Πρέβεζα,96232
11706,80692315,7577236,1557435819,300000,home purchase,ACCEPTED,8.7,55910573,"display3_Google,display3_Facebook,display3_Facebook,display1_Twitter,",Αλίκη Κουλουμπού,148-02-5978,1973-03-30,M,Χανιά,ΤΚ 85966
11707,68450565,47264926,1556745546,280000,buying a pet,REJECTED,8.7,,,Πολυκράτης Δανελής,682-90-1813,1996-09-01,F,Καβάλα,85360
11708,45444801,69347673,1557199995,170000,Buying a pet,ACCEPTED,14.0,,,Τιμολέων Ρωμαίου,842-75-1613,1971-12-31,M,Κατερίνη,ΤΚ 155 10
11709,60381011,8829035,1556771378,260000,Refinance existing loans,REJECTED,8.7,78319347,,Σοφία Φειζατίδου,658-61-4714,1979-09-14,F,Κιλκίς,ΤΚ 940 04
11710,31805867,37921046,1557710478,300000,Buying a pet,ACCEPTED,6.7,,,Τρυφωνία Αργυρίου,409-71-6859,1979-06-17,F,Δράμα,ΤΚ 31007
11711,85599151,27058978,1557083970,190000,Refinance existing loans,REJECTED,14.0,,,Ηλέκτρα Θεοδωροπούλου,633-05-8781,1974-04-21,F,Κοζάνη,62372
11712,8059365,26777887,1558249761,230000,Buying a pet,ACCEPTED,14.0,46199741,"display3_Twitter,display1_Google,display1_Google,display3_Google,display3_Facebook,",Δήμητρα Αγγελουσοπούλου,381-10-3622,1992-07-26,F,Άμφισσα,19842
11713,22954164,14431206,1557925544,40000,Refinance existing loans,REJECTED,8.7,,,Ευριπίδης Κιοσές,283-81-8797,1977-02-12,F,Λάρισα,25556
11714,8074120,39151132,1558166017,270000,Home purchase,REJECTED,14.0,,,Τηλέμαχος Λελεδάκης,395-51-6086,1971-10-16,M,Καβάλα,51141
11715,81856625,43327796,1557093194,220000,Refinance existing loans,ACCEPTED,8.7,,,Έκτορας Αναστόπουλος,334-12-5095,1971-11-20,M,Χαλκίδα,042 18
11716,39874677,49154136,1556967266,150000,Home purchase,REJECTED,7.0,,,Αστέριος Κωνσταντόπουλος,305-17-6482,1993-09-20,F,Καλαμάτα,48337
11717,49627501,65636787,1557778703,50000,Refinance existing loans,ACCEPTED,14.0,5722651,"display3_Twitter,display2_Twitter,display2_Facebook,display3_Twitter,",Ευγενία Μηνά,879-77-9300,1971-07-16,M,Καλαμάτα,13440
11718,65543312,85236331,1557030431,290000,Refinance existing loans,ACCEPTED,8.7,57989903,"display1_Twitter,",Σαράντης Αποστολόπουλος,948-13-1896,1987-12-07,M,Ναύπλιο,ΤΚ 992 06
11719,60327291,10480642,1557503488,40000,Buying a pet,REJECTED,8.7,66387934,"display2_Facebook,display3_Google,display2_Google,display1_Facebook,display3_Google,",Βλασία Μαμαλά,985-72-2381,1980-12-13,M,Ηγουμενίτσα,ΤΚ 75060
11720,47148692,69569885,1558012078,290000,Buying a pet,ACCEPTED,6.7,,,Χριστοφόρα-Χαρίκλεια Αβραμίδου,809-89-7428,1978-05-26,M,Άρτα,90183
11721,70469643,27087161,1556682164,80000,Buying a pet,REJECTED,8.7,,,Σωτήρης Κούτσικος,936-82-3544,1994-10-16,F,Πύργος,29527
11722,44059373,37218509,1557107007,210000,Refinance existing loans,REJECTED,6.7,,,Ιακωβίνα-Φιλοθέη Βαΐου,548-17-6846,1984-01-01,F,Κοζάνη,67419
11723,13214375,58086390,1557915590,300000,Buying a pet,REJECTED,8.7,,,Πασχάλης Κουμιώτης,066-51-0056,1988-09-21,M,Πάτρα,ΤΚ 763 18
11724,42317909,61052865,1558095473,30000,Home purchase,REJECTED,7.0,23026937,"display3_Twitter,",Ναταλία-Ρωξάνη Μανιάτη,616-30-3713,1975-08-25,F,Αγ. Νικόλαος,63079
11725,79714543,31586993,1557970383,20000,Refinance existing loans,ACCEPTED,6.7,,,Κόσμια Καπουρνιώτη,100-14-6754,1981-02-20,F,Πρέβεζα,78681
11726,36875589,1407666,1559050985,180000,Buying a pet,REJECTED,14.0,73036252,"display2_Facebook,",Λαοκράτης Χαχούδης,074-70-3248,1993-11-14,M,Πρέβεζα,237 31
11727,89262291,33699484,1559137770,280000,Home purchase,REJECTED,14.0,86155470,"display2_Twitter,display3_Google,display2_Twitter,display3_Facebook,",Θεοδώρα Βασιλάκη,917-55-3579,1991-11-05,F,Χαλκίδα,ΤΚ 36626
11728,8425699,5929707,1556943757,100000,Buying a pet,ACCEPTED,8.7,,,Αβραάμ Χρυσοβέργης,437-24-4648,1973-05-17,M,Πολύγυρος,90689
11729,74715811,94908219,1556980776,180000,Home purchase,REJECTED,6.7,,,Κρινιώ-Βασιλική Πιπερίδη,393-20-8766,1990-08-09,M,Μυτιλήνη,02953
11730,12254292,32163193,1557152210,30000,Refinance existing loans,ACCEPTED,14.0,78356342,"display3_Twitter,display1_Twitter,display1_Google,display2_Facebook,display1_Google,",Χριστόφορος Μαυρομανωλάκης,051-59-5655,1980-10-08,F,Ιωάννινα,70412
11731,85607902,65061976,1556878375,90000,buying a pet,REJECTED,7.0,,,Θέμις Ξυγκάκου,142-21-9933,1971-02-10,F,Φλώρινα,ΤΚ 17712
11732,20072357,80197138,1559089286,90000,buying a pet,REJECTED,7.0,,,Μαυρούδης-Λεονάρδος Ζουκής,497-54-1491,1982-03-08,F,Αλεξανδρούπολη,ΤΚ 794 29
11733,95159522,86663315,1557346186,20000,Refinance existing loans,REJECTED,6.7,,,Δημούλα Κυρούδη,841-63-8037,1995-07-23,M,Ναύπλιο,460 26
11734,403387,11270588,1557811348,150000,Buying a pet,REJECTED,7.0,,,Φιλαρέτη Μποζίκη,669-82-9463,1979-12-17,M,Μεσολόγγι,ΤΚ 783 57
11735,33880278,55026855,1556732828,250000,home purchase,ACCEPTED,7.0,,,Γκόλφω-Χρυσάνθη Κοντογιάννη,476-98-2794,1976-02-10,F,Σάμος,449 56
11736,45913380,11428039,1558717177,210000,Refinance existing loans,REJECTED,6.7,44534588,"display1_Google,display3_Facebook,display3_Twitter,display1_Facebook,display3_Google,",Ευμένιος Κουρσουμίδης,554-65-2853,1977-06-29,F,Χαλκίδα,90526
11737,77978119,66440962,1558094097,210000,Buying a pet,ACCEPTED,14.0,,,Εύα Καπνιά,719-62-0408,1974-03-21,M,Ζάκυνθος,ΤΚ 99469
11738,82288762,13402930,1558945431,220000,Refinance existing loans,ACCEPTED,14.0,,,Ασημάκης Αλατζάκης,151-73-2267,1988-04-11,M,Γρεβενά,28172
11739,96794318,71122478,1559258359,230000,Home purchase,REJECTED,14.0,,,Βενιαμίν Πολυχρονόπουλος,876-79-8538,1986-09-10,F,Άρτα,ΤΚ 97237
11740,8709542,29012835,1557784970,60000,home purchase,ACCEPTED,7.0,,,Κωνσταντία Φιλιάγκου,227-77-1283,1973-12-22,M,Πρέβεζα,08537
11741,46965928,59685803,1558786838,30000,Refinance existing loans,REJECTED,14.0,85444922,"display1_Twitter,display1_Facebook,display2_Google,display1_Facebook,",Παυσανίας Γκιτσάκης,107-09-8080,1995-10-02,M,Καστοριά,68803
11742,73346499,22927375,1559208064,50000,Home purchase,REJECTED,14.0,49032076,,Μόσχα Καρακώστα,230-03-5736,1983-08-26,F,Κομοτηνή,ΤΚ 821 34
11743,23893789,81181975,1557940137,40000,Refinance existing loans,ACCEPTED,6.7,,,Βησσαρίων Παπαδάκης,543-23-3248,1995-06-30,M,Μυτιλήνη,ΤΚ 546 07
11744,92092782,25033707,1558407732,70000,Buying a pet,REJECTED,8.7,,,Θεοχάρης-Βλαδίμηρος Μίσχος,051-61-8097,1991-11-05,F,Τρίκαλα,559 33
11745,63722414,56110879,1558493606,120000,Refinance existing loans,ACCEPTED,7.0,73243810,,Δωρόθεος Παρούσης,779-52-4445,1972-04-30,F,Βέροια,67167
11746,81042924,72511826,1557015041,210000,Buying a pet,REJECTED,14.0,93026799,"display3_Facebook,display2_Google,display3_Facebook,display3_Google,",Ερωφίλη Τουλάκη,064-95-3977,1981-09-04,F,Χίος,05810
11747,44485500,85206671,1557838532,20000,Home purchase,ACCEPTED,6.7,,,Φοίβος Σουλιντζής,363-60-8995,1985-07-19,M,Χανιά,ΤΚ 497 96
11748,92871353,54546167,1557139037,30000,Refinance existing loans,REJECTED,6.7,,,Χαρίκλεια-Σεβαστιανή Μαργαριτάκη,137-95-1366,1979-06-16,F,Ηράκλειο,484 37
11749,99174834,60661982,1559222176,210000,Home purchase,ACCEPTED,8.7,,,Λήδα Σαμτανίδου,822-76-9038,1974-10-30,F,Καρπενήσι,228 16
